accion,ruta,tipo_catalogo,tipo_en_disco,destino
BORRADO,Ordenanzas ordenadas\OCR ok\las_cabras_decreto_aprueba_enmienda_plan_regulador_comunal_las_cabras_en_las_zonas_que_se_i__view.pdf,HTML,HTML,
BORRADO,descargas\lautaro\busqueda_global\atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\lautaro_atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\lebu_resolucion_modificacion_del_plan_regulador_comunal_de_lebu__navegar.pdf,HTML,HTML,
BORRADO,descargas\lebu\busqueda_global\resolucion_modificacion_del_plan_regulador_comunal_de_lebu__navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\limache_resolucion_promulga_actualizacion_de_plan_regulador_comunal_de_limache__navegar.pdf,HTML,HTML,
BORRADO,descargas\limache\busqueda_global\resolucion_promulga_actualizacion_de_plan_regulador_comunal_de_limache__navegar.pdf,HTML,HTML,
BORRADO,descargas\lo_espejo\busqueda_global\audiencia_publica_plan_regulador__23sec.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\lo_espejo_audiencia_publica_plan_regulador__23sec.pdf,HTML,HTML,
BORRADO,descargas\lo_prado\busqueda_global\decreto_aprueba_plan_regulador_comuna_de_lo_prado__1vgmy.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\lo_prado_decreto_aprueba_plan_regulador_comuna_de_lo_prado__1vgmy.pdf,HTML,HTML,
BORRADO,descargas\lolol\busqueda_global\atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\lolol_atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,descargas\loncoche\busqueda_global\atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\loncoche_atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,descargas\longavi\busqueda_global\atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\longavi_atribuciones_esenciales__Navegar.pdf,HTML,HTML,
RESCATADO,Ordenanzas Descargadas\600-1200\lonquimay_plan_regulador__67c8be8a-32fe-450d-8595-95ca26e326ff.pdf,OFFICE_ANTIGUO,OFFICE_ANTIGUO,_recuperables_no_pdf\lonquimay_plan_regulador__67c8be8a-32fe-450d-8595-95ca26e326ff.doc
RESCATADO,descargas\lonquimay\busqueda_global\plan_regulador__67c8be8a-32fe-450d-8595-95ca26e326ff.pdf,OFFICE_ANTIGUO,OFFICE_ANTIGUO,_recuperables_no_pdf\plan_regulador__67c8be8a-32fe-450d-8595-95ca26e326ff.doc
BORRADO,descargas\los_andes\busqueda_global\decreto_promulga_modificacion_integral_del_plan_regulador_comunal_de_los_andes__navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\los_andes_decreto_promulga_modificacion_integral_del_plan_regulador_comunal_de_los_andes__navegar.pdf,HTML,HTML,
RESCATADO,descargas\los_andes\busqueda_global\solicito_copia_electronica_del_plan_regulador_comunal_vigente__9ef93947-371a-4c64-9937-4571c070ecec.pdf,RAR,RAR,_recuperables_no_pdf\solicito_copia_electronica_del_plan_regulador_comunal_vigente__9ef93947-371a-4c64-9937-4571c070ecec.rar
RESCATADO,Ordenanzas Descargadas\600-1200\los_andes_solicito_copia_electronica_del_plan_regulador_comunal_vigente__9ef93947-371a-4c64-9937-4571c070ecec.pdf,RAR,RAR,_recuperables_no_pdf\los_andes_solicito_copia_electronica_del_plan_regulador_comunal_vigente__9ef93947-371a-4c64-9937-4571c070ecec.rar
BORRADO,descargas\los_angeles\busqueda_global\atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,descargas\los_angeles\busqueda_global\decreto_alcaldicio_3899_id_doc_no1451710establece_limites_territoriales_de_los_b__3483-2021.pdf,HTML,HTML,
BORRADO,descargas\los_angeles\busqueda_global\decreto_alcaldicio_4206_designa_unidad_tecnica_de_estudio_actualizacion_plan_reg__19210-2025.pdf,HTML,HTML,
BORRADO,descargas\los_angeles\busqueda_global\decreto_alcaldicio_5456_autoriza_el_inicio_del_proceso_de_actualizacion_plan_reg__24723-2025.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\los_angeles_atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\los_angeles_decreto_alcaldicio_3899_id_doc_no1451710establece_limites_territoriales_de_los_b__3483-2021.pdf,HTML,HTML,
BORRADO,Ordenanzas ordenadas\OCR ok\los_angeles_decreto_alcaldicio_3899_id_doc_no1451710establece_limites_territoriales_de_los_b__3483-2021.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\los_angeles_decreto_alcaldicio_4206_designa_unidad_tecnica_de_estudio_actualizacion_plan_reg__19210-2025.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\los_angeles_decreto_alcaldicio_5456_autoriza_el_inicio_del_proceso_de_actualizacion_plan_reg__24723-2025.pdf,HTML,HTML,
BORRADO,descargas\los_muermos\busqueda_global\atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\los_muermos_atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,descargas\los_vilos\busqueda_global\atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\los_vilos_atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,descargas\lota\busqueda_global\atribuciones_esenciales__navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\lota_atribuciones_esenciales__navegar.pdf,HTML,HTML,
BORRADO,descargas\lumaco\busqueda_global\atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\lumaco_atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\machali_ordenanza_1343_modifica_ordenanza_del_plan_regulador_comunal__Navegar.pdf,HTML,HTML,
BORRADO,descargas\machali\busqueda_global\ordenanza_1343_modifica_ordenanza_del_plan_regulador_comunal__Navegar.pdf,HTML,HTML,
BORRADO,descargas\mafil\busqueda_global\atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\mafil_atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,descargas\mafil\busqueda_global\modificacion_promulga_modificacion_del_plan_regulador_comunal_de_mafil_region_de__view.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\mafil_modificacion_promulga_modificacion_del_plan_regulador_comunal_de_mafil_region_de__view.pdf,HTML,HTML,
BORRADO,Ordenanzas ordenadas\OCR ok\mafil_modificacion_promulga_modificacion_del_plan_regulador_comunal_de_mafil_region_de__view.pdf,HTML,HTML,
BORRADO,descargas\maria_elena\busqueda_global\atribuciones_esenciales__navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\maria_elena_atribuciones_esenciales__navegar.pdf,HTML,HTML,
BORRADO,descargas\maria_pinto\busqueda_global\acuerdo_550_aprueba_el_inicio_del_periodo_de_consulta_publica_del_proyecto_plan___view.pdf,HTML,HTML,
BORRADO,descargas\maria_pinto\busqueda_global\atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\maria_pinto_acuerdo_550_aprueba_el_inicio_del_periodo_de_consulta_publica_del_proyecto_plan___view.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\maria_pinto_atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,descargas\mariquina\busqueda_global\atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\mariquina_atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\mejillones_ordenanza_ordenanza_plan_regulador_comunal_del_puerto_y_bahia_de_mejillones__1m6i4.pdf,HTML,HTML,
BORRADO,descargas\mejillones\busqueda_global\ordenanza_ordenanza_plan_regulador_comunal_del_puerto_y_bahia_de_mejillones__1m6i4.pdf,HTML,HTML,
BORRADO,descargas\melipeuco\busqueda_global\atribuciones_esenciales__navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\melipeuco_atribuciones_esenciales__navegar.pdf,HTML,HTML,
BORRADO,descargas\melipilla\busqueda_global\atribuciones_esenciales__1uuy1.pdf,HTML,HTML,
BORRADO,descargas\melipilla\busqueda_global\decreto_exento_aprueba_modificacion_al_plano_regulador_comunal_de_melipilla_reso__view.pdf,HTML,HTML,
BORRADO,descargas\melipilla\busqueda_global\decreto_exento_aprueba_modificacion_de_plan_regulador_de_melipilla_resolucion__view.pdf,HTML,HTML,
BORRADO,descargas\melipilla\busqueda_global\decreto_exento_aprueba_modificacion_plan_regulador_comunal_zona_centro_de_melipi__view.pdf,HTML,HTML,
BORRADO,descargas\melipilla\busqueda_global\decreto_exento_aprueba_plan_regulador_comunal_de_melipilla__view.pdf,HTML,HTML,
BORRADO,descargas\melipilla\busqueda_global\decreto_promulga_modifica_al_plan_regulador_comunal_de_melipilla_sector_oriente___view.pdf,HTML,HTML,
BORRADO,descargas\melipilla\busqueda_global\decreto_promulga_modificacion_al_plan_regulador_comunal_de_melipilla_sector_nort__view.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\melipilla_atribuciones_esenciales__1uuy1.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\melipilla_decreto_exento_aprueba_modificacion_al_plano_regulador_comunal_de_melipilla_reso__view.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\melipilla_decreto_exento_aprueba_modificacion_de_plan_regulador_de_melipilla_resolucion__view.pdf,HTML,HTML,
BORRADO,Ordenanzas ordenadas\OCR ok\melipilla_decreto_exento_aprueba_modificacion_de_plan_regulador_de_melipilla_resolucion__view.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\melipilla_decreto_exento_aprueba_modificacion_plan_regulador_comunal_zona_centro_de_melipi__view.pdf,HTML,HTML,
BORRADO,Ordenanzas ordenadas\OCR ok\melipilla_decreto_exento_aprueba_modificacion_plan_regulador_comunal_zona_centro_de_melipi__view.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\melipilla_decreto_exento_aprueba_plan_regulador_comunal_de_melipilla__view.pdf,HTML,HTML,
BORRADO,Ordenanzas ordenadas\OCR ok\melipilla_decreto_exento_aprueba_plan_regulador_comunal_de_melipilla__view.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\melipilla_decreto_promulga_modifica_al_plan_regulador_comunal_de_melipilla_sector_oriente___view.pdf,HTML,HTML,
BORRADO,Ordenanzas ordenadas\OCR ok\melipilla_decreto_promulga_modifica_al_plan_regulador_comunal_de_melipilla_sector_oriente___view.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\melipilla_decreto_promulga_modificacion_al_plan_regulador_comunal_de_melipilla_sector_nort__view.pdf,HTML,HTML,
BORRADO,Ordenanzas ordenadas\OCR ok\melipilla_decreto_promulga_modificacion_al_plan_regulador_comunal_de_melipilla_sector_nort__view.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\nacimiento_potestades_competencias_responsabilidades_funciones_atribuciones_yo_tareas__Navegar.pdf,HTML,HTML,
BORRADO,descargas\nacimiento\busqueda_global\potestades_competencias_responsabilidades_funciones_atribuciones_yo_tareas__Navegar.pdf,HTML,HTML,
BORRADO,descargas\nancagua\busqueda_global\atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\nancagua_atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,descargas\navidad\busqueda_global\atribuciones_esenciales__1uuy1.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\navidad_atribuciones_esenciales__1uuy1.pdf,HTML,HTML,
BORRADO,descargas\ninhue\busqueda_global\decreto_1_ordenanza_plan_regulador_de_ninhue__view.pdf,HTML,HTML,
BORRADO,descargas\ninhue\busqueda_global\decreto_2439_plan_regulador__view.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\ninhue_decreto_1_ordenanza_plan_regulador_de_ninhue__view.pdf,HTML,HTML,
BORRADO,Ordenanzas ordenadas\OCR ok\ninhue_decreto_1_ordenanza_plan_regulador_de_ninhue__view.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\ninhue_decreto_2439_plan_regulador__view.pdf,HTML,HTML,
BORRADO,Ordenanzas ordenadas\OCR ok\ninhue_decreto_2439_plan_regulador__view.pdf,HTML,HTML,
BORRADO,descargas\niquen\busqueda_global\atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\niquen_atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\nogales_potestades_competencias_responsabilidades_funciones_atribuciones_yo_tareas__1h2rj.pdf,HTML,HTML,
BORRADO,descargas\nogales\busqueda_global\potestades_competencias_responsabilidades_funciones_atribuciones_yo_tareas__1h2rj.pdf,HTML,HTML,
BORRADO,descargas\nueva_imperial\busqueda_global\atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\nueva_imperial_atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,descargas\nunoa\busqueda_global\consulta_publica_sobre_diseno_de_plan_regulador_comuna_de_nunoa__index_html.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\nunoa_consulta_publica_sobre_diseno_de_plan_regulador_comuna_de_nunoa__index_html.pdf,HTML,HTML,
BORRADO,descargas\olmue\busqueda_global\atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\olmue_atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,descargas\osorno\busqueda_global\decreto_nomina_de_vias_desafectadas_por_declaratorias_de_utilidad_publica_del_pl__Navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\osorno_decreto_nomina_de_vias_desafectadas_por_declaratorias_de_utilidad_publica_del_pl__Navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\ovalle_plan_regulador_comunal_de_ovalle__4975691.pdf,HTML,HTML,
BORRADO,Ordenanzas ordenadas\OCR ok\ovalle_plan_regulador_comunal_de_ovalle__4975691.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\ovalle_resolucion_exenta_modifica_plan_regulador_comunal__Navegar.pdf,HTML,HTML,
BORRADO,descargas\ovalle\busqueda_global\plan_regulador_comunal_de_ovalle__4975691.pdf,HTML,HTML,
BORRADO,descargas\ovalle\busqueda_global\resolucion_exenta_modifica_plan_regulador_comunal__Navegar.pdf,HTML,HTML,
RESCATADO,descargas\padre_hurtado\diario_oficial\439_modificacion_plan_regulador__Decreto-Alcaldicio-N°-439-del-03-02-2010.tif.pdf,OTRO,OTRO,_recuperables_no_pdf\439_modificacion_plan_regulador__Decreto-Alcaldicio-N°-439-del-03-02-2010.tif.bin
BORRADO,descargas\padre_hurtado\busqueda_global\decreto_alcaldicio_modificacion_plan_regulador__20100330.pdf,HTML,HTML,
BORRADO,descargas\padre_hurtado\busqueda_global\decreto_alcaldicio_modificacion_plan_regulador__20100804.pdf,HTML,HTML,
BORRADO,descargas\padre_hurtado\busqueda_global\decreto_alcaldicio_modificacion_plan_regulador__20130531.pdf,HTML,HTML,
BORRADO,descargas\padre_hurtado\busqueda_global\decreto_promulga_modificacion_plan_regulador_comuna_de_padre_hurtado__index.php.pdf,HTML,HTML,
BORRADO,descargas\padre_hurtado\busqueda_global\insercion_en_prensa_publicacion_en_prensa_invitacion_modificacion_al_plan_regula__NewsDetail.aspx.pdf,HTML,HTML,
RESCATADO,Ordenanzas Descargadas\600-1200\padre_hurtado_439_modificacion_plan_regulador__Decreto-Alcaldicio-N°-439-del-03-02-2010.tif.pdf,OTRO,OTRO,_recuperables_no_pdf\padre_hurtado_439_modificacion_plan_regulador__Decreto-Alcaldicio-N°-439-del-03-02-2010.tif.bin
BORRADO,Ordenanzas Descargadas\600-1200\padre_hurtado_decreto_alcaldicio_modificacion_plan_regulador__20100330.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\padre_hurtado_decreto_alcaldicio_modificacion_plan_regulador__20100804.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\padre_hurtado_decreto_alcaldicio_modificacion_plan_regulador__20130531.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\padre_hurtado_decreto_promulga_modificacion_plan_regulador_comuna_de_padre_hurtado__index.php.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\padre_hurtado_insercion_en_prensa_publicacion_en_prensa_invitacion_modificacion_al_plan_regula__NewsDetail.aspx.pdf,HTML,HTML,
BORRADO,descargas\padre_las_casas\busqueda_global\otras_atribuciones__1lzeb.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\padre_las_casas_otras_atribuciones__1lzeb.pdf,HTML,HTML,
BORRADO,descargas\palena\busqueda_global\atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\palena_atribuciones_esenciales__Navegar.pdf,HTML,HTML,
RESCATADO,descargas\papudo\busqueda_global\decreto_sup_162_aprueba_plano_regulador_y_ordenanza_local_de_papudo__publicacion_d_oficial.tif.pdf,OTRO,OTRO,_recuperables_no_pdf\decreto_sup_162_aprueba_plano_regulador_y_ordenanza_local_de_papudo__publicacion_d_oficial.tif.bin
RESCATADO,Ordenanzas Descargadas\600-1200\papudo_decreto_sup_162_aprueba_plano_regulador_y_ordenanza_local_de_papudo__publicacion_d_oficial.tif.pdf,OTRO,OTRO,_recuperables_no_pdf\papudo_decreto_sup_162_aprueba_plano_regulador_y_ordenanza_local_de_papudo__publicacion_d_oficial.tif.bin
BORRADO,Ordenanzas Descargadas\600-1200\papudo_potestades_competencias_responsabilidades_funciones_atribuciones_yo_tareas__Navegar.pdf,HTML,HTML,
BORRADO,descargas\papudo\busqueda_global\potestades_competencias_responsabilidades_funciones_atribuciones_yo_tareas__Navegar.pdf,HTML,HTML,
BORRADO,descargas\paredones\busqueda_global\decreto_alcaldicio_3593_aprueba_plan_regulador_y_ordenanza_local_del_plan_regula__view.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\paredones_decreto_alcaldicio_3593_aprueba_plan_regulador_y_ordenanza_local_del_plan_regula__view.pdf,HTML,HTML,
BORRADO,Ordenanzas ordenadas\OCR ok\paredones_decreto_alcaldicio_3593_aprueba_plan_regulador_y_ordenanza_local_del_plan_regula__view.pdf,HTML,HTML,
BORRADO,descargas\parral\busqueda_global\decreto_exento_aprueba_proyecto_de_modificacion_del_plan_regulador_comunal__Navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\parral_decreto_exento_aprueba_proyecto_de_modificacion_del_plan_regulador_comunal__Navegar.pdf,HTML,HTML,
BORRADO,descargas\pedro_aguirre_cerda\busqueda_global\ordenanza_ordenanza_plan_regulador_y_publicacion_de_enmiendas_actualizadas__view.pdf,HTML,HTML,
BORRADO,descargas\pedro_aguirre_cerda\busqueda_global\ordenanza_ordenanza_plan_regulador_y_publicacion_de_enmiendas_actualizadas__view_1.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\pedro_aguirre_cerda_ordenanza_ordenanza_plan_regulador_y_publicacion_de_enmiendas_actualizadas__view.pdf,HTML,HTML,
BORRADO,Ordenanzas ordenadas\OCR ok\pedro_aguirre_cerda_ordenanza_ordenanza_plan_regulador_y_publicacion_de_enmiendas_actualizadas__view.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\pedro_aguirre_cerda_ordenanza_ordenanza_plan_regulador_y_publicacion_de_enmiendas_actualizadas__view_1.pdf,HTML,HTML,
BORRADO,Ordenanzas ordenadas\OCR ok\pedro_aguirre_cerda_ordenanza_ordenanza_plan_regulador_y_publicacion_de_enmiendas_actualizadas__view_1.pdf,HTML,HTML,
RESCATADO,descargas\pedro_aguirre_cerda\busqueda_global\solicito_plan_regulador_de_la_comuna_mapa_fisico_y_organigrama_municipal__30caa8da-fbf1-4e19-bfdf-c68fe3e54c83.pdf,ZIP_OFFICE,ZIP_OFFICE,_recuperables_no_pdf\solicito_plan_regulador_de_la_comuna_mapa_fisico_y_organigrama_municipal__30caa8da-fbf1-4e19-bfdf-c68fe3e54c83.zip
RESCATADO,Ordenanzas Descargadas\600-1200\pedro_aguirre_cerda_solicito_plan_regulador_de_la_comuna_mapa_fisico_y_organigrama_municipal__30caa8da-fbf1-4e19-bfdf-c68fe3e54c83.pdf,ZIP_OFFICE,ZIP_OFFICE,_recuperables_no_pdf\pedro_aguirre_cerda_solicito_plan_regulador_de_la_comuna_mapa_fisico_y_organigrama_municipal__30caa8da-fbf1-4e19-bfdf-c68fe3e54c83.zip
BORRADO,descargas\pelarco\busqueda_global\atribuciones_esenciales__navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\pelarco_atribuciones_esenciales__navegar.pdf,HTML,HTML,
BORRADO,descargas\pelluhue\busqueda_global\decreto_aprueba_ordenanza_plan_regulador_comuna_de_pelluhue__Navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\pelluhue_decreto_aprueba_ordenanza_plan_regulador_comuna_de_pelluhue__Navegar.pdf,HTML,HTML,
BORRADO,descargas\pemuco\busqueda_global\atribuciones_esenciales__index_html.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\pemuco_atribuciones_esenciales__index_html.pdf,HTML,HTML,
BORRADO,descargas\penaflor\busqueda_global\atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,descargas\penaflor\busqueda_global\decreto_563_adjudica_actualizacion_plan_regulador_comunal_de_penaflor_codigo_bip__view.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\penaflor_atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\600-1200\penaflor_decreto_563_adjudica_actualizacion_plan_regulador_comunal_de_penaflor_codigo_bip__view.pdf,HTML,HTML,
BORRADO,descargas\pencahue\busqueda_global\decreto_apruebese_la_enmienda_al_plan_regulador_comunal_de_pencahue__view.pdf,HTML,HTML,
BORRADO,descargas\pencahue\busqueda_global\decreto_plan_regulador_comunal_de_pencahue__view.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1200 x\pencahue_decreto_apruebese_la_enmienda_al_plan_regulador_comunal_de_pencahue__view.pdf,HTML,HTML,
BORRADO,Ordenanzas ordenadas\OCR ok\pencahue_decreto_apruebese_la_enmienda_al_plan_regulador_comunal_de_pencahue__view.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1200 x\pencahue_decreto_plan_regulador_comunal_de_pencahue__view.pdf,HTML,HTML,
BORRADO,Ordenanzas ordenadas\OCR ok\pencahue_decreto_plan_regulador_comunal_de_pencahue__view.pdf,HTML,HTML,
BORRADO,descargas\peralillo\busqueda_global\decreto_aprueba_plan_regulador_comunal_localidades_de_peralillo_y_poblacion__Navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1200 x\peralillo_decreto_aprueba_plan_regulador_comunal_localidades_de_peralillo_y_poblacion__Navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1200 x\perquenco_potestades_competencias_responsabilidades_funciones_atribuciones_yo_tareas__Navegar.pdf,HTML,HTML,
BORRADO,descargas\perquenco\busqueda_global\potestades_competencias_responsabilidades_funciones_atribuciones_yo_tareas__Navegar.pdf,HTML,HTML,
BORRADO,descargas\petorca\busqueda_global\imagen_objetivo_de_los_instrumentos_de_planificacion_territorial_y_consulta_publ__23sec.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1200 x\petorca_imagen_objetivo_de_los_instrumentos_de_planificacion_territorial_y_consulta_publ__23sec.pdf,HTML,HTML,
BORRADO,descargas\peumo\busqueda_global\atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1200 x\peumo_atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,descargas\pica\busqueda_global\atribuciones_esenciales__1lzeb.pdf,HTML,HTML,
BORRADO,descargas\pica\busqueda_global\informe_especial_de_investigacion_n_456_de_2017_debidamente_aprobado_sobre_event__html.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1200 x\pica_atribuciones_esenciales__1lzeb.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1200 x\pica_informe_especial_de_investigacion_n_456_de_2017_debidamente_aprobado_sobre_event__html.pdf,HTML,HTML,
BORRADO,Ordenanzas ordenadas\OCR ok\pica_informe_especial_de_investigacion_n_456_de_2017_debidamente_aprobado_sobre_event__html.pdf,HTML,HTML,
BORRADO,descargas\pichilemu\busqueda_global\otras_atribuciones__navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1200 x\pichilemu_otras_atribuciones__navegar.pdf,HTML,HTML,
BORRADO,descargas\pinto\busqueda_global\atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,descargas\pinto\busqueda_global\lidy_ponce_bermudez__1eGk50TpOwzAdYgAQWT25EfjfybnXk4tV.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1200 x\pinto_atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1200 x\pinto_lidy_ponce_bermudez__1eGk50TpOwzAdYgAQWT25EfjfybnXk4tV.pdf,HTML,HTML,
BORRADO,Ordenanzas ordenadas\OCR ok\pinto_lidy_ponce_bermudez__1eGk50TpOwzAdYgAQWT25EfjfybnXk4tV.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1200 x\pitrufquen_resolucion_promulga_plan_regulador_comunal_de_pitrufquen__1QD8RN.pdf,HTML,HTML,
BORRADO,descargas\pitrufquen\busqueda_global\resolucion_promulga_plan_regulador_comunal_de_pitrufquen__1QD8RN.pdf,HTML,HTML,
BORRADO,descargas\placilla\busqueda_global\consulta_ciudadana_para_elaborar_o_modificar_el_plano_regulador_comunal__1uuhi.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1200 x\placilla_consulta_ciudadana_para_elaborar_o_modificar_el_plano_regulador_comunal__1uuhi.pdf,HTML,HTML,
BORRADO,descargas\portezuelo\busqueda_global\atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1200 x\portezuelo_atribuciones_esenciales__Navegar.pdf,HTML,HTML,
BORRADO,descargas\porvenir\busqueda_global\decreto_alcaldicio_488_autoriza_participacion_ciudadana_en_dependencias_del_salo__view.pdf,HTML,HTML,
BORRADO,descargas\porvenir\busqueda_global\decreto_alcaldicio_936_autoriza_el_cierre_administrativo_del_proyecto_denominado__view.pdf,HTML,HTML,
BORRADO,descargas\porvenir\busqueda_global\ordenanza_ord_1_ordenanza_plan_regulador_comunal__view.pdf,HTML,HTML,
BORRADO,Ordenanzas Descargadas\1200 x\porvenir_decreto_alcaldicio_488_autoriza_participacion_ciudadana_en_dependencias_del_salo__view.pdf,HTML,HTML,
